text,intent,labels,ner
local area events,recommendation_events,80,[]
is my work alarm set for tomorrow,alarm_query,0,"[('tomorrow', 'DATE')]"
set new alarm on five am,alarm_set,2,"[('five am', 'TIME')]"
"you are awesome, i appreciate it.",general_praise,35,[]
thanks but you are incorrect.,general_negate,34,[]
in classic all music are there ever any singers,music_query,58,[]
doesn't matter with me.,general_dontcare,31,[]
tell me a joke please,general_joke,33,[]
open pandora play rock station,play_radio,71,[]
good day,goodbye,38,[]
notification regarding the new iphone release update,news_query,61,"[('iphone', 'PRODUCT')]"
check my facebook for notifications,social_query,88,[]
play the college baseball game,play_radio,71,[]
please make me wake up at four am tomorrow,alarm_set,2,"[('four am', 'TIME'), ('tomorrow', 'DATE')]"
make me laugh,tell_me_joke,94,[]
what is trending on twitter,social_query,88,[]
repeat the song playing now,music_settings,59,[]
could you please lower your volume,audio_volume_down,6,[]
how much is one hundred and thirty six plus three hundred and eighty seven,qa_maths,77,"[('one hundred and thirty six', 'CARDINAL'), ('three hundred and eighty seven', 'CARDINAL')]"
do not wake me up on weekends,alarm_remove,1,[]
turn on shuffle,music_settings,59,[]
this item should be added to the list,lists_createoradd,54,[]
turn off wemo,iot_wemo_off,51,[]
one am set,alarm_set,2,"[('one', 'CARDINAL')]"
speak louder,audio_volume_up,8,[]
are there any events happening in town,recommendation_events,80,[]
"that's cool,, olly.",general_praise,35,"[('olly', 'PERSON')]"
can you start the vacuum,iot_cleaning,44,[]
would not know.,general_dontcare,31,[]
i think you've done this all in wrong manner.,general_negate,34,[]
what is the meaning of the word home,qa_definition,75,[]
let me laugh hearing some good joke,general_joke,33,[]
please search for local events,recommendation_events,80,[]
can you bring me a nice coffee,iot_coffee,45,[]
please find all name start with alphabetic of a and create a list,lists_createoradd,54,[]
make the socket available for me,iot_wemo_on,52,[]
could you tell me it once again please.,general_repeat,37,[]
please find me the pe most recent news on,news_query,61,[]
what defines a triangle,qa_definition,75,[]
make a list of all the clothing range available on ralph and lauren,lists_query,55,"[('ralph', 'ORG'), ('lauren', 'PERSON')]"
how many calories are in a serving of grapes,qa_factoid,76,[]
sorry but it was not the correct response.,general_negate,34,[]
"s1, would you elaborate further on your answer to me please.",general_explain,32,[]
twenty ninth march comes on what day,datetime_query,22,"[('twenty ninth', 'CARDINAL')]"
"you are helpful, musch appreciated.",general_praise,35,"[('musch', 'PERSON')]"
show me some vegan restaurants close by,recommendation_locations,81,[]
start the laundry,iot_wemo_on,52,[]
what do they have going on at young circle this week,recommendation_events,80,"[('this week', 'DATE')]"
olly save all the songs i have listened to more than once,music_likeness,57,[]
can you recommend good stores in this area,recommendation_locations,81,[]
yo i need a coffee now,iot_coffee,45,[]
turn off the lights in the bedroom,iot_hue_lightoff,48,[]
please would you repeat that.,general_repeat,37,[]
radio play nine hundred and eighty nine please,play_radio,71,"[('nine hundred and eighty nine', 'CARDINAL')]"
can you tell me the current traffic condition of my location,transport_traffic,101,[]
how do i get to the grocery store,transport_query,98,[]
i feel like having soup for lunch order from wangs kitchen restaurant a chicken manchow soup,takeaway_order,91,"[('wangs kitchen restaurant', 'ORG')]"
save this email in my contact for future use,email_addcontact,24,[]
i didn't catch that.,general_explain,32,[]
"that is all, stop it.",general_commandstop,29,[]
update me on the standing rock protest,news_query,61,"[('the standing rock protest', 'EVENT')]"
customer service complaint tweet the following,social_post,87,[]
show me my husbands facebook posts today,social_query,88,[]
"this is unimportant with me, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
what was the date when the plum street temple in cincinnati ohio was built,qa_factoid,76,"[('the plum street temple', 'FAC'), ('cincinnati', 'GPE'), ('ohio', 'GPE')]"
who's playing this,music_query,58,[]
start vacuuming,iot_cleaning,44,[]
tell me news,tell_me_news,95,[]
"hmm, not correct response.",general_negate,34,[]
order chinese from china spring wonton soup and a small beef and broccoli,takeaway_order,91,"[('chinese', 'NORP'), ('china', 'GPE')]"
add my spin class to the calendar for saturday at seven am,calendar_set,11,"[('saturday', 'DATE'), ('seven am', 'TIME')]"
any free events in la today,recommendation_events,80,"[('la', 'GPE'), ('today', 'DATE')]"
can you please make me a cup of black coffee,iot_coffee,45,[]
make an alarm to help me remember,alarm_set,2,[]
convert eastern time to western time,datetime_convert,21,"[('eastern', 'NORP'), ('western', 'NORP')]"
please add complaint about the service in tweet to olive garden,social_post,87,"[('olive garden', 'ORG')]"
Who are you?,namequery,60,[]
turn on wfrn ninety nine point one,play_radio,71,"[('wfrn ninety nine point one', 'ORG')]"
what does the traffic look like headed to la,transport_traffic,101,[]
please remind me that i have a meeting tomorrow ten in the morning,calendar_set,11,"[('tomorrow', 'DATE'), ('ten in the morning', 'TIME')]"
my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,email_sendemail,27,"[('john', 'PERSON')]"
is jimmie's party on friday cancelled,calendar_query,9,"[('jimmie', 'PERSON'), ('friday', 'DATE')]"
are there any special events in my town,recommendation_events,80,[]
say some jokes,general_joke,33,[]
whats on your list right now,lists_query,55,[]
can you tell me what twenty five percent of two thousand one hundred is,qa_maths,77,"[('twenty five percent', 'PERCENT'), ('two thousand one hundred', 'CARDINAL')]"
can you speak louder,audio_volume_up,8,[]
i cant hear a thing,audio_volume_up,8,[]
what does one have to damage in cream to make butter,cooking_recipe,15,[]
is the pound up or down against the dollar,qa_currency,74,[]
what is the time now,asking_time,4,[]
what is email id of john,email_querycontact,26,"[('john', 'PERSON')]"
play for me hip hop music,play_music,68,[]
check the status of my power usage,general_quirky,36,[]
"that does not really matter, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
what is the phone number for the nearest location of church's chicken,takeaway_query,92,[]
can save this music in my playlist,music_likeness,57,[]
let's play some pong,play_game,66,[]
is there any grocery nearby,recommendation_locations,81,[]
i want you to check what i just said please.,general_confirm,30,[]
what is eighty seven minus fourteen,qa_maths,77,"[('eighty seven minus fourteen', 'DATE')]"
want to play a game,play_game,66,[]
call a taxi for me to where i am currently located,transport_taxi,99,[]
i wish i could play video games together,play_game,66,[]
unmute,audio_volume_up,8,[]
turn off light,iot_hue_lightoff,48,[]
bring up a new shopping list,lists_createoradd,54,[]
tell me what the word organism means,qa_definition,75,[]
start a cup of coffee for me,iot_coffee,45,[]
i like red colour for my home change it,iot_hue_lightchange,46,[]
tell me the stock rate of hyundai,qa_stock,78,"[('hyundai', 'ORG')]"
what is price of dollar,qa_currency,74,[]
play biography of jackie kennedy,play_audiobook,65,"[('jackie kennedy', 'PERSON')]"
what is the weather like day after tomorrow,asking_weather,5,[]
please let's try it one more time again.,general_repeat,37,"[('one', 'CARDINAL')]"
count the number of food items on the list,lists_query,55,[]
reserve a train ticket for me today to des moines,transport_ticket,100,"[('today', 'DATE'), ('des moines', 'GPE')]"
what's new on my facebook account,social_query,88,[]
create a playlist,lists_createoradd,54,[]
show me my emails from the past hour,email_query,25,"[('the past hour', 'TIME')]"
let me know if anything happens on that subject,news_query,61,[]
disable my okug,iot_wemo_off,51,"[('okug', 'PRODUCT')]"
send an email to my boss,email_sendemail,27,[]
what's in my list of tasks,lists_query,55,[]
period the light should be in dim,iot_hue_lightdim,47,[]
what size is a sperm whale,qa_factoid,76,[]
i bought pre season baseball tickets,general_quirky,36,[]
what time is my wakeup alarm set for,alarm_query,0,[]
find the recipe for sambar in cookingforu application,cooking_recipe,15,[]
what can i do in charlotte,recommendation_events,80,"[('charlotte', 'GPE')]"
play the radio station one hundred and one point nine,play_radio,71,"[('one hundred and one point nine', 'CARDINAL')]"
save all of my preferences information specific to songs,music_likeness,57,[]
define organism,qa_definition,75,[]
tell me the area code for jen k,email_querycontact,26,"[('jen k', 'PERSON')]"
i want to raise the light,iot_hue_lightup,50,[]
give me all my lists,lists_query,55,[]
bingo,general_quirky,36,[]
where do most celebrities hang out,qa_factoid,76,[]
any new email since last time,email_query,25,[]
olly i said call jack not jake.,general_negate,34,"[('olly', 'PERSON'), ('jack', 'PERSON'), ('jake', 'PERSON')]"
show meaning of clarion,qa_definition,75,[]
remind me if i miss my evening walk routine,calendar_set,11,"[('evening', 'TIME')]"
please set the lights to green,iot_hue_lightchange,46,[]
how bad is the traffic near the airport,transport_traffic,101,[]
what is going on right now on twitter,social_query,88,[]
coordinate all pop song genres,play_music,68,[]
send an email to grandma saying we are dropping by on saturday see you then,email_sendemail,27,"[('saturday', 'DATE')]"
please will you elaborate further on last sentence.,general_explain,32,[]
can you reset.,general_repeat,37,[]
mute for twenty minutes,audio_volume_mute,7,"[('mute for twenty minutes', 'PERSON')]"
howdy,greet_and_general_check_in,40,[]
please increase the light,iot_hue_lightup,50,[]
Can you increase the volume?,volume_control,103,[]
Do you know any jokes,jokes,53,[]
rewind the episode of podcast,play_podcasts,70,[]
what time is it in the eastern half of the us right now,datetime_query,22,"[('us', 'GPE')]"
what's my to do list for today,lists_query,55,"[('today', 'DATE')]"
i want to listen arijit singh song once again,play_music,68,"[('arijit singh', 'PERSON')]"
what alarms are set,alarm_query,0,[]
stock price fb,qa_stock,78,[]
how cold is today,weather_query,104,"[('today', 'DATE')]"
correcly.,general_affirm,28,[]
what is my most played song,music_query,58,[]
what are the current stock prices for google,qa_stock,78,"[('google', 'ORG')]"
please start fm eight hundred and ninety radio channel,play_radio,71,"[('fm eight hundred and ninety', 'ORG')]"
can you turn off the smart socket,iot_wemo_off,51,[]
which store's got the cheapest three pound beef rump,recommendation_locations,81,"[('three pound', 'QUANTITY')]"
What is your name?,namequery,60,[]
give me the time in pst,datetime_query,22,"[('pst', 'WORK_OF_ART')]"
what do you suggest that i watch this weekend,recommendation_movies,82,"[('this weekend', 'DATE')]"
is it going to rain in seattle today,weather_query,104,"[('seattle', 'GPE'), ('today', 'DATE')]"
socket off,iot_wemo_off,51,[]
where is dell standing in stock market right now,qa_stock,78,"[('dell', 'PERSON')]"
Who do you think I am?,currenthumanquery,20,[]
start pandora,play_radio,71,"[('pandora', 'PERSON')]"
please skip to the next song,music_settings,59,[]
badminton,recommendation_events,80,[]
will you look up joe's contact information for me,email_querycontact,26,"[('joe', 'PERSON')]"
i am not so clear about that.,general_explain,32,[]
i need a taxi to pick me up at the house and take me downtown,transport_taxi,99,[]
tell me about my college,tell_me_about,93,[]
just cancel please.,general_commandstop,29,[]
locate nearby dining places,recommendation_locations,81,[]
get rid of tax list from nineteen ninety,lists_remove,56,"[('nineteen ninety', 'DATE')]"
you have done that perfectly.,general_affirm,28,[]
can you tell me the current time in dallas texas,datetime_query,22,"[('dallas', 'GPE'), ('texas', 'GPE')]"
raise the light,iot_hue_lightup,50,[]
how high is pikes peak,qa_factoid,76,"[('pikes peak', 'LOC')]"
i would like orange lights now,iot_hue_lightchange,46,[]
what is mary smith's telephone number,email_querycontact,26,"[(""mary smith's"", 'PERSON')]"
change the light to pink color,iot_hue_lightchange,46,[]
find new email,email_query,25,[]
check email for otp sent by my bank,email_query,25,[]
"thanks for the response, olly.",general_praise,35,"[('olly', 'PERSON')]"
find me the oldest hotel in washington dc,recommendation_locations,81,"[('washington dc', 'GPE')]"
start coffee,iot_coffee,45,[]
what happened to my pizza order it has been an hour since i ordered,takeaway_query,92,"[('an hour', 'TIME')]"
i need oranges added to my grocery list,lists_createoradd,54,[]
google stock symbol,qa_stock,78,[]
get rid of the first three events in my calendar,calendar_remove,10,"[('first', 'ORDINAL'), ('three', 'CARDINAL')]"
"i have no idea for what to do, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
can you turn msnbc on in the car,play_radio,71,"[('msnbc', 'ORG')]"
try it one more time please.,general_repeat,37,"[('one', 'CARDINAL')]"
please don't shuffle songs in music player just playing continuously,music_settings,59,[]
